b8508332-651d-11ea-824c-acde48001122,"I think (a/an) pizza can be round, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) bell_pepper can be green, but this is rare or uncommon.",3,1,rare-round-pizza,https://app.prolific.co/submissions/complete?cc=346BE820
b6675b86-651d-11ea-824c-acde48001122,``Melon'' is one of the first things which come to mind when I hear ``red''. ,``Snow'' is one of the first things which come to mind when I hear ``white''. ,``Water'' is one of the first things which come to mind when I hear ``grey''. ,3,1,typical_of_property-red-melon,https://app.prolific.co/submissions/complete?cc=346BE820
b8507482-651d-11ea-824c-acde48001122,``Pizza'' is one of the first things which come to mind when I hear ``round''. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful''. ,``Dress'' is one of the first things which come to mind when I hear ``white''. ,3,1,typical_of_property-round-pizza,https://app.prolific.co/submissions/complete?cc=346BE820
b6675e06-651d-11ea-824c-acde48001122,``Red'' is one for the first things which come to mind when I hear ``melon''.,``Bitter'' is one for the first things which come to mind when I hear ``coffee''.,``Sweet'' is one for the first things which come to mind when I hear ``carrot''.,3,1,typical_of_concept-red-melon,https://app.prolific.co/submissions/complete?cc=346BE820
b6676270-651d-11ea-824c-acde48001122,"I think (a/an) melon can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.",3,1,rare-red-melon,https://app.prolific.co/submissions/complete?cc=346BE820
b84ebc28-651d-11ea-824c-acde48001122,You can find (a/an) lolly which is round. Round is one of many possible shapes (a/an) lolly can have. The range of shapes is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) pepper which is white. White is one of many possible colors (a/an) pepper can have. The range of colors is almost ulimited. ,3,1,variability_open-round-lolly,https://app.prolific.co/submissions/complete?cc=346BE820
b850789c-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) pizza does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,3,1,affording_activity-round-pizza,https://app.prolific.co/submissions/complete?cc=346BE820
b8507d2e-651d-11ea-824c-acde48001122,I know that (a/an) pizza is round as most or all other things similar to (a/an) pizza are round. ,I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ,I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ,3,1,implied_category-round-pizza,https://app.prolific.co/submissions/complete?cc=346BE820
b84ec65a-651d-11ea-824c-acde48001122,"I could say (a/an) lolly is round, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,creative-round-lolly,https://app.prolific.co/submissions/complete?cc=346BE820
b667646e-651d-11ea-824c-acde48001122,I think it is impossible for (a/an) melon to be red.,I think it is impossible for (a/an) flame to be frozen.,I think it is impossible for (a/an) flame to be orange.,3,1,impossible-red-melon,https://app.prolific.co/submissions/complete?cc=346BE820
b822c5e6-651d-11ea-824c-acde48001122,``Planet'' is one of the first things which come to mind when I hear ``round''. ,``Rainbow'' is one of the first things which come to mind when I hear ``colorful''. ,``Water'' is one of the first things which come to mind when I hear ``grey''. ,3,1,typical_of_property-round-planet,https://app.prolific.co/submissions/complete?cc=346BE820
b6676554-651d-11ea-824c-acde48001122,"I could say (a/an) melon is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,creative-red-melon,https://app.prolific.co/submissions/complete?cc=346BE820
b67a928c-651d-11ea-824c-acde48001122,``Pepper'' is one of the first things which come to mind when I hear ``red''. ,``Snow'' is one of the first things which come to mind when I hear ``white''. ,``Water'' is one of the first things which come to mind when I hear ``grey''. ,3,1,typical_of_property-red-pepper,https://app.prolific.co/submissions/complete?cc=346BE820
b832ee12-651d-11ea-824c-acde48001122,I think it is impossible for (a/an) basketball to be round.,I think it is impossible for (a/an) steam to be solid.,I think it is impossible for (a/an) flame to be orange.,3,1,impossible-round-basketball,https://app.prolific.co/submissions/complete?cc=346BE820
b8508b5c-651d-11ea-824c-acde48001122,"I could say (a/an) pizza is round, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,creative-round-pizza,https://app.prolific.co/submissions/complete?cc=346BE820
b67a9dc2-651d-11ea-824c-acde48001122,"I could say (a/an) pepper is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.",3,1,creative-red-pepper,https://app.prolific.co/submissions/complete?cc=346BE820
b8507b3a-651d-11ea-824c-acde48001122,``Round'' is one for the first things which come to mind when I hear ``pizza''.,``Bitter'' is one for the first things which come to mind when I hear ``coffee''.,``Salty'' is one for the first things which come to mind when I hear ``beer''.,3,1,typical_of_concept-round-pizza,https://app.prolific.co/submissions/complete?cc=346BE820
b850868e-651d-11ea-824c-acde48001122,"Usually, (a/an) pizza is not round, but there could be a highly unusual situation in which (a/an) pizza is round.","Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",3,1,unusual-round-pizza,https://app.prolific.co/submissions/complete?cc=346BE820
b822d2ac-651d-11ea-824c-acde48001122,"I think (a/an) planet can be round, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.",3,1,rare-round-planet,https://app.prolific.co/submissions/complete?cc=346BE820
b822cea6-651d-11ea-824c-acde48001122,You can find (a/an) planet which is round. Round is one of a few possible shapes (a/an) planet can have. There is only a limited range of possible shapes.,You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose can have. There is only a limited range of possible colors.,You can find (a/an) house which is white. White is one of a few possible colors (a/an) house can have. There is only a limited range of possible colors.,3,1,variability_limited-round-planet,https://app.prolific.co/submissions/complete?cc=346BE820
b850813e-651d-11ea-824c-acde48001122,You can find (a/an) pizza which is round. Round is one of many possible shapes (a/an) pizza can have. The range of shapes is almost ulimited. ,You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower can have. The range of colors is almost ulimited. ,You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot can have. The range of colors is almost ulimited. ,3,1,variability_open-round-pizza,https://app.prolific.co/submissions/complete?cc=346BE820
b832e822-651d-11ea-824c-acde48001122,You can find (a/an) basketball which is round. Round is one of many possible shapes (a/an) basketball can have. The range of shapes is almost ulimited. ,You can find (a/an) dress which is white. White is one of many possible colors (a/an) dress can have. The range of colors is almost ulimited. ,You can find (a/an) pepper which is white. White is one of many possible colors (a/an) pepper can have. The range of colors is almost ulimited. ,3,1,variability_open-round-basketball,https://app.prolific.co/submissions/complete?cc=346BE820
b84eb9bc-651d-11ea-824c-acde48001122,You can find (a/an) lolly which is round. Round is one of a few possible shapes (a/an) lolly can have. There is only a limited range of possible shapes.,You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose can have. There is only a limited range of possible colors.,You can find (a/an) flower which is white. White is one of a few possible colors (a/an) flower can have. There is only a limited range of possible colors.,3,1,variability_limited-round-lolly,https://app.prolific.co/submissions/complete?cc=346BE820
check2,I am working on a task in which I agree or disagree with statements.,Paris is a city.,Russia is a city.,3,1,_check-_check2-_check2,https://app.prolific.co/submissions/complete?cc=346BE820
test2,"""Green"" is one of the first things which come to mind when I hear ""beer"". ","""Red"" is one of the first things which come to mind when I hear ""blood"".","""Grey"" is one of the first things which come to mind when I hear ""fire"".",3,1,test_false-_test2-_test2,https://app.prolific.co/submissions/complete?cc=346BE820
