quid	description	exampleTrue	exampleFalse	run	subList	completionUrl	triple	name
2dd1a16b-ebf2-4f6f-bd52-27db67c962b5	``Malaria'' is one of the first things which come to mind when I hear ``dangerous' because (a/an) malaria is a typical example of things which are dangerous'. 	``Bee'' is one of the first things which come to mind when I hear ``busy' because (a/an) bee is a typical example of things which are busy'. 	``Diamond'' is one of the first things which come to mind when I hear ``cheap' because (a/an) diamond is a typical example of things which are cheap'. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_property-dangerous-malaria	Agree or disagree (run4-experiment2-batch87-70-70)
02159d41-a974-4858-9310-5323b1de935e	You can find (a/an) malaria which is dangerous. (A/an) malaria is usually either dangerous or not dangerous. It cannot be a bit more or less dangerous.	You can find (a/an) pea which is frozen. (A/an) pea is usually either frozen or not frozen. It cannot be a bit more or less frozen.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty or not salty. It cannot be a bit more or less salty.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_limited-dangerous-malaria	Agree or disagree (run4-experiment2-batch87-70-70)
6357d1d7-060c-4c39-a8eb-2224db65c47f	I could say (a/an) almond is sweet, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	creative-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
99d243b0-6aa8-4016-a2e2-f1a5c54f08f2	I know that being sweet is necessary for many things (a/an) almond does or is used for. 	I know that being sharp is necessary for many things (a/an) razor does or is used for. 	I know that being colorful is necessary for many things (a/an) dress does or is used for. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	affording_activity-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
1e40d275-d7ff-47df-8e7b-9cd6aad6b1cc	You can find (a/an) almond which is sweet. Sweet is one of many possible tastes (a/an) almond usually has. The range of tastes is almost unlimited. 	You can find (a/an) flower which is purple. Purple is one of many possible colors (a/an) flower usually has. The range of colors is almost unlimited. 	You can find (a/an) carrot which is orange. Orange is one of many possible colors (a/an) carrot usually has. The range of colors is almost unlimited. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_open-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
095449df-f03f-4dfc-83a2-7d6b800eec40	I think it is impossible for (a/an) almond to be sweet.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	impossible-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
6e998955-0a25-430a-97fa-10d7d6f2ac3f	I think (a/an) almond can be sweet, but this is rare or uncommon.	I think (a/an) rose can be black, but this is rare or uncommon.	I think (a/an) rose can be yellow, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	rare-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
40646e32-0c39-4104-a973-0802508b5902	I know that (a/an) almond is sweet as most or all other things similar to (a/an) almond are sweet. 	I know that (a/an) wine is liquid as most or all other things similar to (a/an) wine are liquid. 	I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	implied_category-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
856648c3-0389-4aef-bf92-42b09e93489e	``Sweet'' is one for the first things which come to mind when I hear ``almond' because sweet is one of the typical tastes of (a/an) almond'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical weights of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_concept-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
e0d5ca03-8402-49e8-9d1e-df8a2d1c997a	You can find (a/an) almond which is sweet. Sweet is one of a few possible tastes (a/an) almond usually has. There is only a limited range of possible tastes.	You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper usually has. There is only a limited range of possible colors.	You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt usually has. There is only a limited range of possible colors.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_limited-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
2e4c7627-d8e2-43e4-b573-09233cf1ecbb	``Almond'' is one of the first things which come to mind when I hear ``sweet' because (a/an) almond is a typical example of things which are sweet'. 	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_property-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
64fa7fa1-610e-4fc1-9765-fcc8f9bc5bba	Usually, (a/an) almond is not sweet, but there could be a highly unusual situation in which (a/an) almond is sweet.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	unusual-sweet-almond	Agree or disagree (run4-experiment2-batch87-70-70)
d33b5ff2-8c85-4427-aaac-28b086eb4e75	I think it is impossible for (a/an) cream to be yellow.	I think it is impossible for (a/an) flame to be frozen.	I think it is impossible for (a/an) book to be light.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	impossible-yellow-cream	Agree or disagree (run4-experiment2-batch87-70-70)
9a2304fa-daa7-463d-909d-8d7e44f1c952	I could say (a/an) cream is yellow, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	creative-yellow-cream	Agree or disagree (run4-experiment2-batch87-70-70)
77fdbb72-183f-49a5-80ab-36191f99ab71	I think (a/an) cream can be yellow, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	rare-yellow-cream	Agree or disagree (run4-experiment2-batch87-70-70)
cef54349-4f05-473e-9a6c-5a79d04cd19c	Usually, (a/an) cream is not yellow, but there could be a highly unusual situation in which (a/an) cream is yellow.	Usually, (a/an) chocolate is not pink, but there could be a highly unusual situation in which (a/an) chocolate is pink.	Usually, (a/an) chocolate is not brown, but there could be a highly unusual situation in which (a/an) chocolate is brown.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	unusual-yellow-cream	Agree or disagree (run4-experiment2-batch87-70-70)
70fdb68e-8ade-4f4c-8cf7-6de5ce579c1e	I think there is a wren  which can fly/be used for flying, but this is rare or uncommon.	I think there is a toddler  which can read/be used for reading, but this is rare or uncommon.	I think there is a teenager  which can read/be used for reading, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	rare-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
bb4eecc5-b1f3-4f79-9b22-40c24520d44d	I could say (a/an) wren flies/is used for flying, but I would most certainly not mean it literally.	"I could say (a/an) idea grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) person glows/is used for glowing, but I would most certainly not mean it literally.
I could say (a/an) thought burns/is used for burning, but I would most certainly not mean it literally."	"I could say (a/an) plant grows/is used for growing, but I would most certainly not mean it literally.
I could say (a/an) situation smiles/is used for smileing, but I would most certainly not mean it literally.
I could say (a/an) candle burns/is used for burning, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	creative-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
7554d817-c396-4f85-af69-c3c01be4156a	I know that all or most wren(s) fly regularly or are used for flying regularly. 	I know that all or most bug(s) crawl regularly or are used for crawling regularly. 	I know that all or most toothbrush(s) paint regularly or are used for painting regularly. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	afforded_usual-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
e3559ec7-3016-4240-a233-59ea90659b22	``Wren'' is one of the first things which come to mind when I hear ``fly' because (a/an) wren is a typical example of things which fly/are used for flying'. 	``Baby'' is one of the first things which come to mind when I hear ``cry' because (a/an) baby is a typical example of things which cry/are used for crying'. 	``Teacher'' is one of the first things which come to mind when I hear ``walk' because (a/an) teacher is a typical example of things which walk/are used for walking'. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_property-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
0d240841-ac53-4c7b-9e7f-05170db5dfd1	``Fly'' is one for the first things which come to mind when I hear ``wren' because flying is one of the typical movements of (a/an) wren'.	``Poke'' is one for the first things which come to mind when I hear ``needle' because pokeing is one of the typical activities of (a/an) needle'.	``Cut'' is one for the first things which come to mind when I hear ``brush' because cuting is one of the typical activities of (a/an) brush'.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_concept-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
bb768966-3edb-430d-847d-6b1b7c4461ae	All or most  wren(s) can fly/be used for flying. This is not what they normally do or are used for. 	All or most  toothbrush(s) can paint/be used for painting. This is not what they normally do or are used for. 	All or most  brush(s) can paint/be used for painting. This is not what they normally do or are used for. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	afforded_unusual-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
8f11a5b5-fede-405b-9032-d552d9a26575	I think it is impossible for (a/an) wren to fly/be used for flying.	I think it is impossible for (a/an) hammer to float/be used for floating.	I think it is impossible for (a/an) apple to rot/be used for roting.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	impossible-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
bc58103d-800a-4c1a-abc4-d6c295d922fc	I know that (a/an) wren can fly/be used for flying as most or all other things similar to (a/an) wren fly. 	I know that (a/an) dog can breathe/be used for breathing as most or all other things similar to (a/an) dog breathe. 	I know that (a/an) cat can meow/be used for meowing as most or all other things similar to (a/an) cat meow. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	implied_category-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
b64382a2-4661-49f6-a703-1fedd319eb22	You can find (a/an) wren which can fly/be used for flying. This distinguishes a certain type of wren from others. 	You can find (a/an) knife which can cook/be used for cooking. This distinguishes a certain type of knife from others. 	You can find (a/an) book which can read/be used for reading. This distinguishes a certain type of book from others. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_limited-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
0872ce9e-a682-49e5-9128-1f8b1d99f16f	Usually, (a/an) wren cannot fly/be used for flying, but there could be a highly unusual situation in which (a/an) wren can fly.	Usually, (a/an) dog cannot speak/be used for speaking, but there could be a highly unusual situation in which (a/an) dog can speak.	Usually, (a/an) dog cannot bark/be used for barking, but there could be a highly unusual situation in which (a/an) dog can bark.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	unusual-fly-wren	Agree or disagree (run4-experiment2-batch87-70-70)
cf8f5b28-f147-430f-b09d-71291a9b8a2d	I could say (a/an) outrigger is made_of_wood, but I would most certainly not mean it literally.	"I could say (a/an) anger has hot, but I would most certainly not mean it literally.
I could say (a/an) person has cold, but I would most certainly not mean it literally.
I could say (a/an) story has dark, but I would most certainly not mean it literally."	"I could say (a/an) fire has hot, but I would most certainly not mean it literally.
I could say (a/an) stone has heavy, but I would most certainly not mean it literally.
I could say (a/an) argument has liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	creative-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
c6ef5091-039b-4945-b439-7be65471571f	I think (a/an) outrigger can is made_of_wood, but this is rare or uncommon.	I think (a/an) plate can is made_of_wood, but this is rare or uncommon.	I think (a/an) table can is made_of_wood, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	rare-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
54cc96de-8d7b-46d3-8401-afa1eb36f3c6	``Made_of_wood'' is one for the first things which come to mind when I hear ``outrigger' because made_of_wood is one of the typical materials of (a/an) outrigger'.	``Made_of_china'' is one for the first things which come to mind when I hear ``mug' because made_of_china is one of the typical materials of (a/an) mug'.	``Made_of_metal'' is one for the first things which come to mind when I hear ``plate' because made_of_metal is one of the typical materials of (a/an) plate'.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_concept-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
bceed611-c4fb-49cf-9861-c2bb02777c5b	Usually, (a/an) outrigger is not made_of_wood, but there could be a highly unusual situation in which (a/an) outrigger are made_of_wood.	Usually, (a/an) dress is not made_of_metal, but there could be a highly unusual situation in which (a/an) dress are made_of_metal.	Usually, (a/an) nail is not made_of_metal, but there could be a highly unusual situation in which (a/an) nail are made_of_metal.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	unusual-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
fb6bd8f0-38d5-4a19-9c69-fc4111bda0eb	You can find (a/an) outrigger which is made_of_wood. Made_of_wood is one of a few possible materials (a/an) outrigger is usually made of. There is only a limited range of possible materials.	You can find (a/an) knife which is made_of_metal. Made_of_metal is one of a few possible materials (a/an) knife is usually made of. There is only a limited range of possible materials.	You can find (a/an) car which is made_of_cotton. Made_of_cotton is one of a few possible fibers (a/an) car is usually made of. There is only a limited range of possible fibers.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_limited-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
bc2577a0-cb1b-411e-86bd-e01491d22041	I think it is impossible for (a/an) outrigger to be made_of_wood.	I think it is impossible for (a/an) mirror to be made_of_cotton.	I think it is impossible for (a/an) dress to be made_of_plastic.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	impossible-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
ecfbd664-b536-4a6e-85af-d49a0b84621a	I know that (a/an) outrigger is made_of_wood as most or all other things similar to (a/an) outrigger are made_of_wood. 	I know that (a/an) plate is made_of_china as most or all other things similar to (a/an) plate are made_of_china. 	I know that (a/an) pen is made_of_paper as most or all other things similar to (a/an) pen are made_of_paper. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	implied_category-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
eee00451-3f14-4c81-b6f2-e148e3b05bd0	``Outrigger'' is one of the first things which come to mind when I hear ``made_of_wood' because (a/an) outrigger is a typical example of things which are (a/an) made_of_wood'. 	``Chain'' is one of the first things which come to mind when I hear ``made_of_metal' because (a/an) chain is a typical example of things which are (a/an) made_of_metal'. 	``Pen'' is one of the first things which come to mind when I hear ``made_of_plastic' because (a/an) pen is a typical example of things which are (a/an) made_of_plastic'. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_property-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
b170a308-b031-4355-8e76-42e95aba0d61	You can find (a/an) outrigger which is made_of_wood. Made_of_wood is one of many possible materials (a/an) outrigger is usually made of. The range of materials is almost unlimited. 	You can find (a/an) bouquet which is made_of_daysies. Made_of_daysies is one of many possible flowers (a/an) bouquet is usually made of. The range of flowers is almost unlimited. 	You can find (a/an) book which is made_of_paper. Made_of_paper is one of many possible materials (a/an) book is usually made of. The range of materials is almost unlimited. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_open-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
58d8a55b-f497-4b26-8d12-3de304fe044c	I know that being made_of_wood is necessary for many things (a/an) outrigger does or is used for. 	I know that having (a/an) sharp is necessary for many things (a/an) razor does or is used for. 	I know that having (a/an) colorful is necessary for many things (a/an) dress does or is used for. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	affording_activity-made_of_wood-outrigger	Agree or disagree (run4-experiment2-batch87-70-70)
a1cde744-1d5b-441c-9a78-ff987b05037e	You can find (a/an) winter which is hot. (A/an) winter is usually either hot, a bit more or less hot or the opposite of hot.	You can find (a/an) soup which is salty. (A/an) soup is usually either salty, a bit more or less salty or the opposite of salty.	You can find (a/an) strawberry which is salty. (A/an) strawberry is usually either salty, a bit more or less salty or the opposite of salty.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_open-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
631be2d1-d38a-458d-9af6-c44cda1e49b6	I could say (a/an) winter is hot, but I would most certainly not mean it literally.	"I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally."	"I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally."	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	creative-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
3cc8a005-79c0-4744-8b71-b540678b6d95	I think it is impossible for (a/an) winter to be hot.	I think it is impossible for (a/an) steam to be solid.	I think it is impossible for (a/an) flame to be orange.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	impossible-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
2bbae79f-1291-4788-80e1-45188356e796	``Hot'' is one for the first things which come to mind when I hear ``winter' because hot is one of the typical temperatures of (a/an) winter'.	``Heavy'' is one for the first things which come to mind when I hear ``rock' because heavy is one of the typical weights of (a/an) rock'.	``Green'' is one for the first things which come to mind when I hear ``raspberry' because green is one of the typical colors of (a/an) raspberry'.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_concept-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
ba6e7c5d-15ac-4c03-aee1-2e8a78ca2188	``Winter'' is one of the first things which come to mind when I hear ``hot' because (a/an) winter is a typical example of things which are hot'. 	``Mouse'' is one of the first things which come to mind when I hear ``small' because (a/an) mouse is a typical example of things which are small'. 	``Dog'' is one of the first things which come to mind when I hear ``small' because (a/an) dog is a typical example of things which are small'. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_property-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
8f3dba1d-8e19-4e28-8e95-06314a9eb1d4	I know that being hot is necessary for many things (a/an) winter does or is used for. 	I know that being bright is necessary for many things (a/an) flashlight does or is used for. 	I know that being grey is necessary for many things (a/an) car does or is used for. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	affording_activity-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
d9430c22-a0ca-4923-b798-45f21753f799	I think (a/an) winter can be hot, but this is rare or uncommon.	I think (a/an) cake can be spicy, but this is rare or uncommon.	I think (a/an) window can be transparent, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	rare-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
dc83c50d-6821-4335-bb8e-f8e86223396b	You can find (a/an) winter which is hot. (A/an) winter is usually either hot or not hot. It cannot be a bit more or less hot.	You can find (a/an) substance which is liquid. (A/an) substance is usually either liquid or not liquid. It cannot be a bit more or less liquid.	You can find (a/an) knife which is sharp. (A/an) knife is usually either sharp or not sharp. It cannot be a bit more or less sharp.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_limited-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
a7e424bb-e695-4391-83f7-b62101e99470	Usually, (a/an) winter is not hot, but there could be a highly unusual situation in which (a/an) winter is hot.	Usually, (a/an) clock is not melting, but there could be a highly unusual situation in which (a/an) clock is melting.	Usually, (a/an) ice cream is not melting, but there could be a highly unusual situation in which (a/an) ice cream is melting.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	unusual-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
1e003282-be27-4422-b905-3733bbedfa92	I know that (a/an) winter is hot as most or all other things similar to (a/an) winter are hot. 	I know that (a/an) chocoloate_bar is sweet as most or all other things similar to (a/an) chocoloate_bar are sweet. 	I know that (a/an) dress is white as most or all other things similar to (a/an) dress are white. 	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	implied_category-hot-winter	Agree or disagree (run4-experiment2-batch87-70-70)
21bd4b79-4946-474e-82d6-3a8f6d80552a	You can find (a/an) bookshelf which is square. Square is one of a few possible shapes (a/an) bookshelf usually has. There is only a limited range of possible shapes.	You can find (a/an) rose which is white. White is one of a few possible colors (a/an) rose usually has. There is only a limited range of possible colors.	You can find (a/an) mug which is blue. Blue is one of a few possible colors (a/an) mug usually has. There is only a limited range of possible colors.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	variability_limited-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
95e50be7-ec24-4ffb-bdf1-2031ec342530	Usually, (a/an) bookshelf is not square, but there could be a highly unusual situation in which (a/an) bookshelf is square.	Usually, (a/an) dog is not green, but there could be a highly unusual situation in which (a/an) dog is green.	Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	unusual-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
a13cca7b-2dec-434d-90b6-098228ae64d3	``Square'' is one for the first things which come to mind when I hear ``bookshelf' because square is one of the typical shapes of (a/an) bookshelf'.	``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.	``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	typical_of_concept-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
f3450955-5b62-4d42-a164-fcba3c84a895	I think (a/an) bookshelf can be square, but this is rare or uncommon.	I think (a/an) tomato can be yellow, but this is rare or uncommon.	I think (a/an) grizzly bear can be grey, but this is rare or uncommon.	4	1	https://app.prolific.co/submissions/complete?cc=394465EF	rare-square-bookshelf	Agree or disagree (run4-experiment2-batch87-70-70)
